ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
56,Wyoming,WY,56035,Sublette County,56035000101,Census Tract 1.01; Sublette County; Wyoming,2500.847724542264,3380,534,1927,225,1281,203,560,272,85,80,185,91,103,50,514,230,1007,229,748,230,582,216,64,34,17,54,424,734,9,17,371,100,33,31,13,17,5,3,16.7,7.6,5.1,4.7,14.4,6.7,4.3,2.0,15.2,6.0,29.8,5.5,22.1,5.0,17.2,6.0,5.0,2.5,0.5,1.7,12.5,21.6,0.5,0.9,19.3,4.6,2.6,2.4,1.0,1.3,0.1,0.1,0.4873,0.6899,0.2152,0.3354,0.7468,2.4746,0.5,0.9304,0.443,0.7658,0.6076,0.6582,3.405,0.9304,0.3608,0.3608,0.3608,0.3291,0.7152,0.7342,0.1772,0.2532,2.2089,0.4114,8.4493,0.6329,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2686,166,79,1,4,289,173,0,13,0,13,0,13,125,83,9,15,13.0,6.3,0.0,0.1,8.6,4.8,0.0,1.1,0.0,1.1,0.0,1.1,3.7,2.5,0.3,0.4
56,Wyoming,WY,56035,Sublette County,56035000103,Census Tract 1.03; Sublette County; Wyoming,1263.433457963756,2529,491,1627,167,1032,191,379,279,0,13,301,149,101,81,182,130,393,146,380,179,316,165,66,67,0,52,18,692,98,61,152,100,0,18,15,24,11,4,15.0,10.7,0.0,2.3,29.2,13.4,5.3,4.4,7.2,5.1,15.5,5.4,15.0,5.8,12.5,6.5,6.4,6.4,0.0,2.1,0.7,27.4,6.0,3.7,9.3,6.1,0.0,1.7,1.5,2.4,0.4,0.1,0.3797,0.0,0.8101,0.4747,0.2215,1.886,0.2975,0.3608,0.0949,0.3797,0.7342,0.0,1.5696,0.1266,0.0,0.0,0.0,0.6835,0.5127,0.0,0.2468,0.4873,1.9303,0.3228,5.3859,0.1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3398,138,101,1,3,17,27,0,13,0,13,0,13,0,13,0,13,13.4,9.7,0.0,0.1,0.7,1.1,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5
56,Wyoming,WY,56035,Sublette County,56035000104,Census Tract 1.04; Sublette County; Wyoming,1122.19832783504,2892,510,1681,225,1164,251,179,104,98,96,93,80,52,59,217,125,559,226,841,232,414,208,40,53,0,52,388,737,0,18,131,112,45,50,0,13,23,8,6.2,3.5,7.2,6.6,8.0,6.7,2.8,3.1,7.6,4.2,19.3,6.7,29.1,6.4,14.4,6.6,3.4,4.5,0.0,1.9,13.4,25.4,0.0,1.1,7.8,6.6,3.9,4.2,0.0,3.2,0.8,0.2,0.0633,0.8924,0.019,0.1772,0.2532,1.4051,0.1266,0.6329,0.8861,0.5506,0.4304,0.0,2.5,0.5886,0.4241,0.4241,0.4241,0.0,0.4557,0.8418,0.0,0.5506,1.8481,0.2595,6.1773,0.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2273,92,81,0,13,311,170,0,13,0,13,0,13,44,48,33,37,7.9,7.3,0.0,1.3,10.8,6.0,0.0,1.3,0.0,1.3,0.0,1.3,1.5,1.8,1.1,1.3
56,Wyoming,WY,56037,Sweetwater County,56037970500,Census Tract 9705; Sweetwater County; Wyoming,1020.973063788564,2863,453,1327,200,1058,163,623,303,174,137,131,82,161,80,253,129,507,131,841,238,570,198,134,87,40,63,673,610,0,18,270,108,21,33,16,20,0,13,21.8,10.0,13.9,10.4,12.4,7.5,8.8,4.4,8.8,4.5,17.7,5.1,29.4,5.7,19.9,6.9,12.7,8.0,1.5,2.3,23.5,21.0,0.0,1.4,20.3,7.4,2.0,3.1,1.5,1.9,0.0,0.5,0.7025,0.9873,0.1329,0.7848,0.3481,2.9556,0.6646,0.5253,0.9051,0.8987,0.962,0.8671,4.1582,1.0,0.7848,0.7848,0.7848,0.0,0.7532,0.6456,0.2468,0.0,1.6456,0.1962,9.5442,0.8165,0,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,4537,200,100,0,13,476,251,0,13,17,35,0,13,180,143,0,13,18.9,8.8,0.0,1.3,16.6,8.2,0.0,1.3,0.6,1.2,0.0,1.3,6.3,4.7,0.0,1.3
56,Wyoming,WY,56037,Sweetwater County,56037970601,Census Tract 9706.01; Sweetwater County; Wyoming,34.434391811604,3870,485,1820,170,1631,195,417,203,46,66,162,86,197,103,412,187,523,138,873,205,797,262,90,74,4,49,863,678,46,35,647,175,67,66,43,46,91,10,11.0,5.2,2.3,3.2,9.9,5.1,7.3,3.9,10.9,5.0,13.5,3.6,22.6,3.6,21.1,6.7,5.5,4.5,0.1,1.4,22.3,17.3,2.6,1.9,35.5,8.6,4.2,4.0,2.6,2.8,2.4,0.4,0.1962,0.3354,0.0443,0.6962,0.5253,1.7974,0.2405,0.2658,0.4873,0.9177,0.6709,0.4873,2.829,0.7152,0.7405,0.7405,0.7405,0.4873,0.9367,0.8544,0.462,0.7595,3.4999,0.9494,8.8668,0.7468,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,3740,159,121,2,6,785,250,19,31,2,4,21,30,34,38,0,13,9.7,7.2,0.1,0.2,20.3,6.2,0.5,0.8,0.1,0.1,0.5,0.8,0.9,1.0,0.0,1.0
56,Wyoming,WY,56037,Sweetwater County,56037970602,Census Tract 9706.02; Sweetwater County; Wyoming,0.578291606438,3245,364,1038,118,1029,118,519,298,140,132,101,66,98,56,215,122,361,70,1127,223,474,123,43,33,0,52,496,534,0,18,0,13,36,47,16,20,0,13,16.0,9.0,9.6,8.0,9.8,6.3,5.0,2.9,6.6,3.8,11.1,2.3,34.7,4.5,14.6,3.7,4.1,3.2,0.0,1.7,15.3,16.4,0.0,1.7,0.0,3.5,3.5,4.5,1.6,1.9,0.0,0.4,0.4367,0.9367,0.0316,0.4114,0.1772,1.9936,0.3544,0.1456,0.9937,0.5823,0.5253,0.0,2.2469,0.443,0.519,0.519,0.519,0.0,0.0,0.8228,0.2658,0.0,1.0886,0.0759,5.8481,0.2089,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1195,81,53,0,13,337,236,8,14,107,133,0,13,44,52,0,13,7.9,4.9,0.0,1.1,10.4,7.2,0.2,0.4,3.3,4.1,0.0,1.1,1.4,1.6,0.0,1.1
56,Wyoming,WY,56037,Sweetwater County,56037970700,Census Tract 9707; Sweetwater County; Wyoming,1023.461092335198,3585,477,1696,220,1490,245,532,263,24,25,336,172,77,65,281,165,790,158,736,219,508,157,19,19,0,52,542,693,106,66,262,132,10,21,47,44,64,7,15.2,7.2,1.3,1.3,22.6,10.9,2.9,2.3,8.0,4.4,22.0,4.5,20.5,4.8,14.4,4.4,1.2,1.3,0.0,1.5,15.1,19.2,6.2,3.8,15.4,7.0,0.7,1.4,3.2,3.0,1.8,0.3,0.4114,0.1962,0.6203,0.1899,0.2911,1.7089,0.2215,0.7215,0.3481,0.5506,0.1456,0.0,1.7658,0.1899,0.4873,0.4873,0.4873,0.6899,0.6329,0.3797,0.5127,0.6899,2.9051,0.7278,6.8671,0.3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3414,156,87,0,13,374,193,36,52,0,13,0,13,57,54,75,112,10.5,5.3,0.0,1.0,10.4,5.4,1.0,1.5,0.0,1.0,0.0,1.0,1.6,1.5,2.1,3.1
56,Wyoming,WY,56037,Sweetwater County,56037970800,Census Tract 9708; Sweetwater County; Wyoming,53.129818992912,3672,468,2585,253,1938,272,1321,565,191,151,690,247,262,178,812,381,592,210,758,214,529,255,176,161,133,191,823,672,160,122,677,214,0,18,46,62,6,6,36.3,14.8,9.8,7.8,35.6,11.7,9.9,6.3,22.1,9.6,16.1,5.6,20.6,4.8,14.4,6.9,9.1,8.2,3.7,5.3,22.4,18.1,6.2,4.7,26.2,7.9,0.0,0.9,2.4,3.2,0.2,0.2,0.9557,0.943,0.9114,0.8418,0.9177,4.5696,1.0,0.4177,0.3671,0.5506,0.8734,0.962,3.1708,0.8544,0.7532,0.7532,0.7532,0.6899,0.8481,0.0,0.4367,0.4114,2.3861,0.4747,10.8797,0.9494,1,1,1,0,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,4849,301,191,161,135,536,266,1,3,0,13,0,13,125,101,0,13,15.5,9.1,4.4,3.7,14.6,7.2,0.0,0.1,0.0,1.0,0.0,1.0,3.4,2.7,0.0,1.0
56,Wyoming,WY,56037,Sweetwater County,56037970902,Census Tract 9709.02; Sweetwater County; Wyoming,2.80643258026,5274,563,2092,172,1886,201,666,342,129,87,393,152,131,87,329,166,520,102,1605,353,714,265,86,72,46,87,1167,750,219,111,59,62,60,69,14,18,66,6,12.8,6.4,4.7,3.0,20.8,7.7,4.2,2.7,6.3,3.1,9.9,2.1,30.4,4.6,13.8,5.1,4.6,3.8,0.9,1.8,22.1,14.0,10.5,5.2,2.8,2.9,3.2,3.6,0.7,0.9,1.3,0.2,0.2595,0.6329,0.557,0.3101,0.1519,1.9114,0.3038,0.1266,0.9367,0.481,0.5696,0.7595,2.8734,0.7405,0.7342,0.7342,0.7342,0.8291,0.2468,0.7911,0.1392,0.6203,2.6265,0.5633,8.1455,0.557,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,7242,86,69,197,169,564,250,45,55,43,45,0,18,182,230,136,136,4.6,3.6,3.7,3.2,10.7,4.3,0.9,1.1,0.8,0.8,0.0,0.7,3.5,4.2,2.6,2.6
56,Wyoming,WY,56037,Sweetwater County,56037970903,Census Tract 9709.03; Sweetwater County; Wyoming,4.74050630172,2972,395,1140,124,903,153,586,265,101,83,182,82,365,148,895,274,232,79,794,217,475,146,61,47,165,127,1238,472,232,64,268,105,48,62,41,25,213,11,21.3,9.1,6.5,5.2,20.2,8.4,21.6,7.3,30.1,7.5,7.8,2.8,26.7,4.9,16.0,4.2,6.8,5.1,5.9,4.5,41.7,14.9,20.4,5.2,23.5,7.4,5.3,6.8,4.5,2.8,7.2,1.0,0.6709,0.8481,0.5316,1.0,0.981,4.0316,0.9557,0.057,0.7785,0.6709,0.7848,1.0,3.2912,0.8987,0.9747,0.9747,0.9747,0.9494,0.8291,0.8924,0.6456,0.9177,4.2342,1.0,12.5317,1.0,0,0,0,1,1,2,0,0,0,0,1,1,1,1,1,0,0,0,1,2,6,5870,128,78,26,16,887,303,178,158,3,6,2,4,5,9,137,219,14.2,8.1,0.9,0.6,29.8,8.4,6.0,5.4,0.1,0.2,0.1,0.1,0.2,0.3,4.6,7.0
56,Wyoming,WY,56037,Sweetwater County,56037970904,Census Tract 9709.04; Sweetwater County; Wyoming,33.275893146706,2529,322,1118,175,1090,187,462,273,66,67,207,114,84,57,287,222,314,150,471,243,431,222,0,18,0,52,589,544,0,18,483,192,0,18,0,13,3,2,18.3,10.5,4.3,4.3,19.0,9.9,4.6,3.1,11.3,8.9,12.4,6.3,18.6,8.6,17.0,8.7,0.0,1.7,0.0,2.1,23.3,21.3,0.0,1.6,43.2,14.0,0.0,1.7,0.0,3.4,0.1,0.1,0.5633,0.5823,0.4114,0.3671,0.557,2.4811,0.5063,0.1899,0.2785,0.7405,0.0,0.0,1.2089,0.0696,0.7785,0.7785,0.7785,0.0,0.9684,0.0,0.0,0.2532,1.2216,0.1076,5.6901,0.1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1229,149,114,0,13,503,326,0,13,0,13,0,13,76,55,10,16,13.7,10.4,0.0,1.5,19.9,13.0,0.0,1.5,0.0,1.5,0.0,1.5,3.0,2.2,0.4,0.6
56,Wyoming,WY,56037,Sweetwater County,56037970905,Census Tract 9709.05; Sweetwater County; Wyoming,9.80674369472,4823,731,1853,221,1644,229,247,238,48,61,185,109,94,83,385,159,341,54,1326,356,640,219,80,44,0,52,1552,1011,249,141,160,63,28,43,16,26,1,8,5.1,4.9,1.6,2.1,11.3,6.4,3.5,3.0,8.0,3.1,7.1,1.3,27.5,4.9,13.3,4.4,4.9,2.6,0.0,1.1,32.2,20.4,13.4,7.4,8.6,3.6,1.7,2.6,1.0,1.6,0.0,0.2,0.038,0.2215,0.0696,0.2532,0.2911,0.8734,0.0253,0.038,0.8101,0.443,0.5949,0.0,1.886,0.2722,0.9494,0.9494,0.9494,0.8734,0.4873,0.6139,0.1772,0.0,2.1518,0.3734,5.8606,0.2152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4315,49,42,16,28,1329,422,0,13,159,140,0,13,48,53,0,13,3.0,2.5,0.3,0.6,27.6,8.4,0.0,0.8,3.3,3.0,0.0,0.8,1.0,1.1,0.0,0.8
56,Wyoming,WY,56037,Sweetwater County,56037971000,Census Tract 9710; Sweetwater County; Wyoming,49.453524861588,1572,426,905,100,668,107,259,110,68,47,151,65,54,36,192,100,216,88,280,111,231,77,39,39,4,50,350,597,0,18,207,76,8,17,46,39,0,13,16.5,5.4,6.8,5.1,22.6,9.0,5.0,3.2,12.2,6.7,13.7,4.5,17.8,4.4,14.7,5.1,5.8,5.8,0.3,3.3,22.3,37.5,0.0,2.0,22.9,8.0,1.2,2.5,6.9,5.5,0.0,0.8,0.481,0.8671,0.6203,0.4114,0.6076,2.9874,0.6962,0.2722,0.2278,0.5949,0.7025,0.5696,2.367,0.4937,0.7405,0.7405,0.7405,0.0,0.8165,0.5,0.8608,0.0,2.1773,0.3924,8.2722,0.5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,107,65,0,13,251,132,24,27,26,36,0,13,44,37,5,8,16.0,8.5,0.0,2.4,16.0,8.8,1.5,1.8,1.7,2.3,0.0,2.4,2.8,2.4,0.3,0.5
56,Wyoming,WY,56037,Sweetwater County,56037971100,Census Tract 9711; Sweetwater County; Wyoming,4.666079735792,3479,660,1459,139,1207,131,1074,616,160,146,214,97,221,142,567,238,613,128,920,395,489,131,118,94,0,52,574,893,64,43,199,87,82,73,45,44,61,12,31.4,17.0,9.3,7.8,17.7,7.8,9.2,5.3,16.6,5.6,17.6,4.4,26.4,7.1,14.3,4.3,9.8,7.7,0.0,1.7,16.5,25.5,4.4,2.9,13.6,6.1,6.8,6.0,3.7,3.5,1.8,0.0,0.9177,0.9304,0.3481,0.8165,0.8101,3.8228,0.8987,0.5063,0.7595,0.5253,0.8924,0.0,2.6835,0.6392,0.5696,0.5696,0.5696,0.6013,0.6013,0.9367,0.5633,0.6899,3.3925,0.9304,10.4684,0.9304,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2074,68,53,90,73,354,190,0,13,1,2,0,13,116,110,13,25,5.6,4.3,2.6,1.9,10.2,5.5,0.0,1.1,0.0,0.1,0.0,1.1,3.3,3.2,0.4,0.7
56,Wyoming,WY,56037,Sweetwater County,56037971200,Census Tract 9712; Sweetwater County; Wyoming,13.476104978532,2497,310,1109,178,1109,178,547,235,82,61,137,83,81,70,94,65,430,73,590,178,426,122,82,68,0,52,288,448,0,18,0,13,0,18,0,13,0,13,22.4,9.2,5.7,3.8,12.4,7.2,4.7,4.0,3.8,2.5,17.2,3.2,23.6,5.9,17.1,4.6,7.4,6.0,0.0,2.3,11.5,17.9,0.0,1.6,0.0,3.3,0.0,1.6,0.0,3.3,0.0,0.5,0.7215,0.7658,0.1329,0.3861,0.0253,2.0316,0.3608,0.4873,0.5633,0.7595,0.8038,0.0,2.6139,0.6076,0.3228,0.3228,0.3228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9683,0.0949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2277,172,89,0,13,288,174,0,13,0,13,0,13,0,13,0,13,15.5,8.4,0.0,1.5,11.5,6.8,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5,0.0,1.5
56,Wyoming,WY,56037,Sweetwater County,56037971600,Census Tract 9716; Sweetwater County; Wyoming,8176.173826070686,1698,327,1056,144,682,131,224,136,40,36,77,75,94,58,353,127,263,107,403,167,418,151,13,16,10,53,173,467,0,18,377,111,20,18,0,13,2,3,13.2,7.6,4.8,4.5,11.3,10.8,7.6,4.6,20.8,7.6,15.5,6.0,23.7,7.5,24.6,7.5,1.9,2.3,0.7,3.5,10.2,27.4,0.0,1.7,35.7,9.9,3.0,2.6,0.0,5.3,0.1,0.2,0.2975,0.6392,0.0696,0.7405,0.8987,2.6455,0.5633,0.3608,0.5759,0.9684,0.1962,0.7152,2.8165,0.7089,0.2658,0.2658,0.2658,0.0,0.943,0.7848,0.0,0.2532,1.981,0.3481,7.7088,0.4747,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,2,2156,72,64,0,13,136,88,0,13,16,27,0,13,16,15,5,7,10.6,8.9,0.0,2.2,8.0,5.4,0.0,2.2,0.9,1.6,0.0,2.2,0.9,0.9,0.3,0.4
56,Wyoming,WY,56039,Teton County,56039967601,Census Tract 9676.01; Teton County; Wyoming,3085.165239952242,3268,587,1661,222,1079,223,543,274,98,143,183,136,37,41,314,254,592,221,721,266,270,179,173,137,0,52,780,762,85,99,168,142,53,54,0,13,611,37,16.7,7.9,4.4,6.1,17.0,12.1,1.7,1.9,9.6,7.5,18.1,7.9,22.1,5.7,8.3,5.2,16.1,12.3,0.0,1.6,23.9,22.9,5.1,5.9,10.1,8.4,4.9,4.9,0.0,3.4,18.7,3.5,0.4873,0.5949,0.3038,0.038,0.4241,1.8481,0.2785,0.5633,0.443,0.1076,0.9873,0.0,2.1012,0.3608,0.7911,0.7911,0.7911,0.6646,0.538,0.8861,0.0,0.9747,3.0634,0.7975,7.8038,0.5063,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,2534,169,119,31,23,573,441,81,73,1,7,0,13,8,12,86,129,15.7,10.8,0.9,0.7,17.5,12.1,2.5,2.2,0.0,0.2,0.0,1.1,0.2,0.4,2.6,3.8
56,Wyoming,WY,56039,Teton County,56039967602,Census Tract 9676.02; Teton County; Wyoming,773.432889692722,2742,589,2229,272,1376,325,357,200,5,10,228,142,72,101,127,126,836,265,213,142,192,102,10,23,0,52,186,821,240,163,0,13,90,141,43,63,175,10,13.0,6.7,0.3,0.6,16.6,9.5,3.3,4.2,4.6,4.5,30.5,9.3,7.8,4.8,7.0,3.3,0.7,1.7,0.0,1.9,6.8,29.9,10.7,7.2,0.0,1.7,6.5,10.1,3.1,4.4,6.4,1.4,0.2785,0.0886,0.2722,0.2342,0.0506,0.9241,0.038,0.9557,0.019,0.057,0.1076,0.0,1.1393,0.0443,0.1013,0.1013,0.1013,0.8354,0.0,0.9241,0.5063,0.8924,3.1582,0.8418,5.3229,0.1329,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,3891,298,201,30,32,62,66,23,43,0,13,0,13,70,70,1,5,21.7,12.2,1.1,1.2,2.3,2.3,0.8,1.5,0.0,1.4,0.0,1.4,2.6,2.7,0.0,0.2
56,Wyoming,WY,56039,Teton County,56039967701,Census Tract 9677.01; Teton County; Wyoming,23.551706939932,2610,564,1219,221,927,198,226,143,63,52,156,134,53,40,590,377,316,193,677,256,50,41,21,41,100,107,570,769,173,106,27,11,41,47,0,13,59,6,8.8,5.2,3.8,3.0,16.8,14.0,2.8,2.2,23.0,12.9,12.1,7.7,25.9,5.9,2.0,1.5,2.3,4.4,4.2,4.4,21.8,29.1,14.2,8.3,2.2,0.9,4.4,5.0,0.0,4.0,2.3,0.5,0.1329,0.5316,0.2848,0.1772,0.9304,2.0569,0.3671,0.1772,0.7278,0.0063,0.2658,0.9684,2.1455,0.3861,0.7278,0.7278,0.7278,0.9114,0.2089,0.8671,0.0,0.7468,2.7342,0.6329,7.6644,0.4494,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,6296,73,56,26,24,352,259,0,13,0,13,0,13,145,115,47,72,7.9,6.1,1.0,0.9,13.5,9.3,0.0,1.4,0.0,1.4,0.0,1.4,5.6,4.3,1.8,2.8
56,Wyoming,WY,56039,Teton County,56039967703,Census Tract 9677.03; Teton County; Wyoming,7.590862617704,1475,319,1446,204,759,175,52,68,20,31,104,71,29,40,92,67,554,210,74,45,190,104,25,25,0,52,66,449,28,46,22,34,0,18,0,13,16,3,3.6,4.6,2.5,3.6,13.7,8.8,2.2,3.0,6.2,4.3,37.6,11.5,5.0,2.9,12.9,6.7,3.3,3.2,0.0,3.5,4.5,30.4,1.9,3.2,1.5,2.4,0.0,2.4,0.0,4.8,1.1,0.3,0.0063,0.3671,0.1519,0.0949,0.1456,0.7658,0.019,0.9873,0.0127,0.4114,0.3861,0.0,1.7975,0.2152,0.0253,0.0253,0.0253,0.4304,0.1835,0.0,0.0,0.5696,1.1835,0.0886,3.7721,0.0063,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1197,0,13,0,13,32,53,28,39,2,6,0,13,4,9,0,13,0.0,4.8,0.0,2.5,2.2,3.6,1.9,2.6,0.1,0.4,0.0,2.5,0.3,0.6,0.0,2.5
56,Wyoming,WY,56039,Teton County,56039967704,Census Tract 9677.04; Teton County; Wyoming,77.059914000986,4042,699,2459,281,1828,265,648,433,98,94,351,180,179,133,128,144,506,204,709,306,75,96,97,109,130,152,787,922,91,84,101,91,141,127,31,46,3,3,16.0,10.4,3.7,3.5,19.2,9.4,5.9,4.2,3.2,3.5,12.5,4.9,17.5,5.9,1.9,2.4,5.3,5.9,3.4,3.9,19.5,22.6,3.7,3.4,4.1,3.7,7.7,6.9,1.7,2.6,0.1,0.1,0.4367,0.519,0.4304,0.5506,0.0127,1.9494,0.3228,0.1962,0.2152,0.0,0.6392,0.9557,2.0063,0.3101,0.6962,0.6962,0.6962,0.557,0.3291,0.9557,0.2911,0.2532,2.3861,0.4747,7.038,0.3734,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,5010,262,203,35,54,672,537,0,13,0,13,0,13,44,55,36,48,14.3,10.9,0.9,1.3,16.6,12.0,0.0,0.9,0.0,0.9,0.0,0.9,1.1,1.4,0.9,1.2
56,Wyoming,WY,56039,Teton County,56039967801,Census Tract 9678.01; Teton County; Wyoming,2.414034801048,3512,573,1692,284,1415,294,397,206,1,3,222,127,44,55,802,393,198,134,334,159,115,96,0,18,112,97,975,771,109,100,29,52,77,67,0,13,18,37,11.3,5.6,0.0,0.1,15.7,8.4,1.5,1.8,22.9,10.3,5.6,4.0,9.5,3.8,3.3,2.9,0.0,1.3,3.3,2.8,27.8,21.5,6.4,5.8,1.7,3.1,5.4,4.6,0.0,2.6,0.5,1.1,0.2089,0.0,0.2342,0.0253,0.9241,1.3925,0.1203,0.019,0.0253,0.0127,0.0,0.9494,1.0064,0.0253,0.8608,0.8608,0.8608,0.7025,0.1899,0.9051,0.0,0.5,2.2975,0.4557,5.5572,0.1582,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3,3495,62,64,0,13,828,348,103,109,0,13,0,13,44,52,0,13,4.4,4.5,0.0,1.1,23.6,8.8,2.9,3.1,0.0,1.1,0.0,1.1,1.3,1.4,0.0,1.1
56,Wyoming,WY,56039,Teton County,56039967802,Census Tract 9678.02; Teton County; Wyoming,27.63228538664,5697,701,2659,246,2261,241,226,125,39,52,527,216,307,228,709,383,885,270,1387,309,434,181,134,117,229,226,1384,911,149,121,100,74,176,114,109,94,30,4,4.0,2.1,1.1,1.5,23.3,9.2,7.3,5.1,12.5,6.2,15.5,4.7,24.3,3.5,7.6,3.4,6.0,5.1,4.2,4.2,24.3,15.7,5.6,4.5,3.8,2.9,7.7,5.0,4.8,4.1,0.5,0.0,0.019,0.1582,0.6456,0.6962,0.6329,2.1519,0.4051,0.3608,0.6203,0.0696,0.7152,0.9684,2.7343,0.6646,0.7975,0.7975,0.7975,0.6709,0.3101,0.9557,0.6709,0.5,3.1076,0.8165,8.7913,0.7278,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,7088,135,104,24,36,1029,511,67,73,26,47,14,22,224,216,0,18,6.0,4.5,0.4,0.6,18.1,7.8,1.2,1.3,0.5,0.8,0.2,0.4,3.9,3.8,0.0,0.7
