ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
56,Wyoming,WY,56025,Natrona County,56025001401,Census Tract 14.01; Natrona County; Wyoming,1116.54421346735,5407,477,2257,182,1980,188,385,177,176,90,227,85,287,107,413,144,771,257,1272,233,901,278,32,20,31,81,681,685,0,25,730,192,23,21,48,39,11,4,7.1,3.2,5.8,2.9,11.5,4.2,7.3,2.7,7.6,2.7,14.3,4.0,23.5,3.8,16.7,4.3,1.7,1.0,0.6,1.6,12.6,12.6,0.0,1.1,32.3,7.2,1.2,1.1,2.4,2.0,0.2,0.1,0.0949,0.7911,0.0823,0.6962,0.2532,1.9177,0.3101,0.2975,0.5506,0.7215,0.1835,0.6962,2.4493,0.5443,0.3797,0.3797,0.3797,0.0,0.9177,0.5,0.4367,0.4114,2.2658,0.4304,7.0125,0.3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6127,177,87,0,18,363,189,0,18,1,1,110,154,174,100,33,43,8.9,4.3,0.0,0.7,6.7,3.4,0.0,0.7,0.0,0.1,2.0,2.8,3.2,1.9,0.6,0.8
56,Wyoming,WY,56025,Natrona County,56025001602,Census Tract 16.02; Natrona County; Wyoming,5.332632715022,7338,784,3106,334,2857,324,1067,495,78,102,390,165,264,126,520,170,1028,193,1863,325,800,225,72,56,22,72,1271,1084,377,151,286,118,128,110,31,34,0,18,14.5,6.6,2.0,2.6,13.7,5.6,5.4,2.7,7.1,2.5,14.0,2.6,25.4,3.3,11.0,3.1,2.6,1.9,0.3,1.1,17.3,14.7,12.1,4.7,9.2,3.8,4.5,3.8,1.1,1.2,0.0,0.2,0.3481,0.2975,0.1519,0.4937,0.2025,1.4937,0.1519,0.2911,0.6899,0.2532,0.3228,0.5696,2.1266,0.3671,0.6076,0.6076,0.6076,0.8608,0.5063,0.8734,0.2025,0.0,2.443,0.5063,6.6709,0.2975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7212,171,89,45,66,894,278,159,43,0,18,0,18,160,102,13,23,6.0,3.1,0.6,0.9,12.2,3.6,2.2,0.6,0.0,0.5,0.0,0.5,2.2,1.4,0.2,0.3
56,Wyoming,WY,56025,Natrona County,56025001603,Census Tract 16.03; Natrona County; Wyoming,18.900020314496,3914,580,1600,270,1569,272,303,156,64,50,452,223,109,60,231,158,729,243,927,324,505,243,18,24,11,53,355,787,13,14,8,15,0,18,8,13,0,13,7.7,3.8,3.4,2.6,28.8,13.3,4.0,2.1,5.9,4.0,18.6,5.3,23.7,6.4,12.9,5.7,1.1,1.5,0.3,1.4,9.1,20.1,0.8,0.9,0.5,0.9,0.0,1.1,0.5,0.8,0.0,0.3,0.1203,0.481,0.8038,0.3038,0.1329,1.8418,0.2722,0.5949,0.5759,0.4114,0.1392,0.5696,2.291,0.4557,0.2152,0.2152,0.2152,0.3481,0.1139,0.0,0.1266,0.0,0.5886,0.0127,4.9366,0.0886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1309,59,44,0,13,195,117,105,109,18,19,0,13,37,41,0,13,3.8,2.9,0.0,1.0,5.0,3.0,2.7,2.7,0.5,0.5,0.0,1.0,0.9,1.0,0.0,1.0
56,Wyoming,WY,56025,Natrona County,56025001700,Census Tract 17; Natrona County; Wyoming,10.433832030224,4606,518,1838,139,1743,158,200,101,53,48,344,157,78,49,255,140,612,83,1401,352,569,182,96,100,29,67,450,754,0,18,117,86,45,54,38,43,0,13,4.3,2.1,2.4,2.1,19.7,8.8,2.6,1.6,5.5,3.2,13.3,2.3,30.4,5.3,12.4,4.2,5.5,5.7,0.7,1.5,9.8,16.3,0.0,1.0,6.4,4.8,2.6,3.1,2.2,2.5,0.0,0.3,0.0316,0.3544,0.4873,0.1519,0.0949,1.1201,0.057,0.2532,0.9367,0.3734,0.6709,0.7152,2.9494,0.7911,0.2405,0.2405,0.2405,0.0,0.4114,0.7342,0.3924,0.0,1.538,0.1646,5.848,0.2025,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3779,90,50,0,13,270,218,0,13,24,36,0,13,116,95,40,61,5.2,2.9,0.0,0.8,5.9,4.7,0.0,0.8,0.5,0.8,0.0,0.8,2.5,2.1,0.9,1.4
56,Wyoming,WY,56025,Natrona County,56025001801,Census Tract 18.01; Natrona County; Wyoming,762.117551661216,2322,335,1187,126,914,129,297,195,34,36,155,79,44,31,108,69,319,91,698,239,153,68,76,56,0,52,438,436,159,83,43,44,35,41,23,28,14,3,13.0,8.3,2.9,3.1,17.0,8.3,3.1,2.2,4.7,3.0,13.7,4.3,30.1,7.6,6.6,3.0,8.3,6.0,0.0,2.3,18.9,18.6,13.4,6.8,3.6,3.6,3.8,4.5,2.5,3.0,0.6,0.1,0.2785,0.4367,0.3038,0.1962,0.0633,1.2785,0.0949,0.2722,0.9241,0.0506,0.8418,0.0,2.0887,0.3544,0.6582,0.6582,0.6582,0.8734,0.3038,0.8354,0.4557,0.5253,2.9936,0.7722,7.019,0.3608,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2711,98,63,13,24,159,108,10,15,43,67,0,13,179,121,34,55,10.7,6.4,0.6,1.0,6.8,4.0,0.4,0.6,1.9,2.8,0.0,1.6,7.7,5.1,1.5,2.4
56,Wyoming,WY,56025,Natrona County,56025001802,Census Tract 18.02; Natrona County; Wyoming,3401.250009443604,2934,416,1354,201,1013,183,197,100,0,13,163,77,108,70,359,197,540,159,455,98,534,188,22,35,0,52,290,593,0,18,343,120,22,24,8,12,197,59,7.2,3.5,0.0,2.3,16.1,7.0,4.9,3.3,13.1,7.0,18.4,5.2,15.5,3.2,19.5,6.1,2.2,3.4,0.0,1.8,9.9,20.2,0.0,1.3,25.3,7.8,2.2,2.3,0.8,1.2,6.7,1.8,0.1013,0.0,0.2595,0.4051,0.6519,1.4178,0.1392,0.5823,0.1139,0.8861,0.2468,0.0,1.8291,0.2278,0.2468,0.2468,0.2468,0.0,0.8418,0.6899,0.1582,0.9114,2.6013,0.5506,6.095,0.2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3310,157,79,13,11,131,101,10,15,44,50,0,13,79,68,13,17,15.5,7.4,0.4,0.4,4.5,3.5,0.3,0.5,1.5,1.7,0.0,1.3,2.7,2.3,0.4,0.6
56,Wyoming,WY,56027,Niobrara County,56027957200,Census Tract 9572; Niobrara County; Wyoming,2626.026680606646,2460,0,1325,116,1072,95,601,184,62,59,341,105,152,71,190,88,593,123,446,117,376,104,35,38,7,51,262,99,47,40,132,58,0,18,32,30,230,30,27.0,8.2,5.3,4.9,31.8,9.4,8.1,3.9,8.5,3.9,24.1,5.0,18.1,4.7,16.9,4.7,3.3,3.5,0.3,2.1,10.7,4.0,3.5,3.0,10.0,4.4,0.0,1.7,3.0,2.8,9.3,1.2,0.8291,0.7215,0.8671,0.7658,0.3291,3.5126,0.8354,0.8291,0.2595,0.7342,0.3861,0.5696,2.7785,0.6899,0.2785,0.2785,0.2785,0.5506,0.5253,0.0,0.4937,0.9494,2.519,0.538,9.0886,0.7722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2524,276,92,4,10,123,83,0,13,55,46,29,44,51,65,0,13,25.7,7.8,0.2,0.4,5.0,3.4,0.0,1.5,2.2,1.9,1.2,1.8,2.1,2.6,0.0,1.5
56,Wyoming,WY,56029,Park County,56029965100,Census Tract 9651; Park County; Wyoming,667.584492808118,5439,577,2396,242,2168,242,847,370,37,40,444,178,93,70,384,232,1234,221,1189,242,706,213,71,63,0,72,821,823,0,25,188,122,20,39,19,29,108,23,15.9,6.7,1.3,1.4,20.5,7.9,2.5,1.9,7.1,4.2,22.7,4.0,21.9,3.4,13.0,3.8,3.3,2.9,0.0,1.4,15.1,15.0,0.0,1.0,7.8,5.0,0.9,1.8,0.9,1.3,2.0,0.4,0.4304,0.1962,0.5443,0.1456,0.2025,1.519,0.1646,0.7658,0.4304,0.4241,0.3861,0.0,2.0064,0.3165,0.4873,0.4873,0.4873,0.0,0.4557,0.4304,0.1646,0.7215,1.7722,0.2215,5.7849,0.1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2371,286,162,0,18,378,190,0,18,28,40,0,18,162,94,253,357,13.2,7.1,0.0,0.7,6.9,3.3,0.0,0.7,0.5,0.7,0.0,0.7,3.0,1.7,4.7,6.5
56,Wyoming,WY,56029,Park County,56029965200,Census Tract 9652; Park County; Wyoming,3.978654468544,6221,263,2847,285,2778,284,1379,411,187,126,538,177,206,123,990,382,1230,260,1429,274,1002,255,133,83,7,67,941,388,95,67,249,148,0,25,159,113,406,16,23.7,7.0,6.7,4.3,19.4,6.1,5.1,2.9,16.1,6.0,19.8,4.1,23.0,4.2,16.3,4.1,4.8,2.9,0.1,1.1,15.1,6.2,3.3,2.3,8.7,5.2,0.0,0.9,5.7,3.9,6.5,0.4,0.7405,0.8608,0.4557,0.443,0.7911,3.2911,0.7911,0.6519,0.5253,0.6835,0.5823,0.4873,2.9303,0.7785,0.4873,0.4873,0.4873,0.5316,0.4937,0.0,0.7722,0.8987,2.6962,0.6139,9.4049,0.8101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8631,239,168,16,22,533,140,44,52,2,5,0,18,296,131,50,82,8.6,5.8,0.3,0.4,8.6,2.2,0.7,0.8,0.0,0.1,0.0,0.6,4.8,2.1,0.8,1.3
56,Wyoming,WY,56029,Park County,56029965301,Census Tract 9653.01; Park County; Wyoming,3897.37182762568,3354,421,2074,245,1531,217,398,239,0,13,294,150,288,142,379,182,978,227,520,165,326,156,0,18,0,52,214,616,33,49,104,77,37,64,66,100,145,16,12.0,7.0,0.0,1.9,19.2,9.4,10.5,4.9,11.3,5.2,29.2,6.8,15.5,4.4,9.7,4.6,0.0,1.2,0.0,1.6,6.4,18.3,1.6,2.4,5.0,3.7,2.4,4.2,4.3,6.3,4.3,0.7,0.2405,0.0,0.4304,0.8671,0.557,2.095,0.3861,0.9177,0.1139,0.1709,0.0,0.0,1.2025,0.0633,0.0759,0.0759,0.0759,0.4114,0.3734,0.7215,0.6013,0.8418,2.9494,0.7532,6.3228,0.2595,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1754,234,153,17,33,84,102,14,18,1,3,0,13,68,76,30,45,15.3,9.1,0.5,1.0,2.5,3.1,0.4,0.6,0.0,0.1,0.0,1.1,2.0,2.3,0.9,1.3
56,Wyoming,WY,56029,Park County,56029965302,Census Tract 9653.02; Park County; Wyoming,2358.063838132824,3894,504,2157,261,1795,269,527,247,18,24,333,128,184,118,373,201,1483,275,540,209,401,138,13,15,0,52,342,712,0,18,431,165,28,36,32,40,2,5,13.5,6.1,1.1,1.5,18.6,6.6,5.6,3.6,9.6,4.9,38.1,6.1,13.9,4.4,10.3,3.6,0.7,0.8,0.0,1.4,8.8,18.2,0.0,0.8,20.0,6.9,1.5,2.0,1.8,2.2,0.1,0.1,0.3101,0.1582,0.3861,0.5253,0.4241,1.8038,0.2468,0.9937,0.0823,0.2025,0.1076,0.0,1.3861,0.1139,0.1709,0.1709,0.1709,0.0,0.7278,0.5696,0.3228,0.2532,1.8734,0.2911,5.2342,0.1139,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2044,202,117,77,93,164,109,8,11,7,9,0,13,81,67,5,9,11.3,6.3,2.0,2.4,4.2,2.8,0.2,0.3,0.2,0.2,0.0,1.0,2.1,1.7,0.1,0.2
56,Wyoming,WY,56029,Park County,56029965401,Census Tract 9654.01; Park County; Wyoming,2.2362062585,2188,536,1258,182,1181,207,252,150,0,13,426,163,57,63,209,149,482,119,344,302,236,129,24,37,0,52,175,788,0,18,70,57,8,25,13,23,0,13,11.5,6.2,0.0,2.6,36.1,12.3,3.3,3.5,9.6,6.2,22.0,7.1,15.7,10.3,10.8,5.4,2.0,3.1,0.0,2.5,8.0,36.0,0.0,1.4,5.6,4.5,0.7,2.1,1.1,1.9,0.0,0.6,0.2278,0.0,0.9177,0.2342,0.4241,1.8038,0.2468,0.7215,0.1329,0.2468,0.2215,0.0,1.3227,0.0949,0.1329,0.1329,0.1329,0.0,0.3924,0.3797,0.2025,0.0,0.9746,0.0443,4.234,0.038,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1949,96,73,0,13,12,22,0,13,0,13,0,13,163,81,0,13,8.1,6.2,0.0,1.7,0.5,1.0,0.0,1.7,0.0,1.7,0.0,1.7,7.4,4.6,0.0,1.7
56,Wyoming,WY,56029,Park County,56029965402,Census Tract 9654.02; Park County; Wyoming,4.367110146336,4183,540,1840,187,1664,203,803,322,113,143,317,160,86,69,656,305,748,178,961,209,487,173,166,130,0,52,234,768,64,53,372,142,23,37,33,39,46,23,19.3,7.3,4.9,6.1,19.1,9.3,3.1,2.5,15.8,6.7,17.9,4.6,23.0,3.8,11.7,4.3,10.0,7.7,0.0,1.3,5.6,18.3,3.4,2.9,20.2,7.9,1.4,2.2,2.0,2.3,1.1,0.5,0.6139,0.6582,0.4177,0.1962,0.7722,2.6582,0.5696,0.538,0.5253,0.3291,0.9177,0.0,2.3101,0.4684,0.057,0.057,0.057,0.538,0.7405,0.5443,0.3544,0.5696,2.7468,0.6392,7.7721,0.5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3985,207,123,6,17,112,124,0,13,12,19,0,13,49,44,55,49,12.4,7.4,0.1,0.4,2.7,3.0,0.0,0.9,0.3,0.5,0.0,0.9,1.2,1.1,1.3,1.2
56,Wyoming,WY,56029,Park County,56029965500,Census Tract 9655; Park County; Wyoming,5.433718079642,4599,641,2050,227,1933,215,641,314,52,49,464,147,74,43,471,253,1036,231,1160,424,511,160,71,64,12,50,768,902,92,59,9,15,17,27,4,7,93,8,14.3,6.7,2.5,2.3,24.0,7.1,2.3,1.4,10.5,5.7,22.5,5.9,25.2,6.4,11.3,3.9,3.6,3.3,0.3,1.2,16.7,19.5,4.5,2.8,0.4,0.7,0.9,1.4,0.2,0.4,2.0,0.3,0.3291,0.3671,0.6646,0.1266,0.5,1.9874,0.3481,0.7405,0.6709,0.2848,0.462,0.5696,2.7278,0.6582,0.5823,0.5823,0.5823,0.6139,0.1013,0.4304,0.0949,0.7215,1.962,0.3354,7.2595,0.4114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8131,145,96,53,54,514,210,15,19,12,5,0,13,174,150,0,13,7.5,4.8,1.2,1.2,11.2,4.5,0.3,0.4,0.3,0.1,0.0,0.8,3.8,3.3,0.0,0.8
56,Wyoming,WY,56031,Platte County,56031959100,Census Tract 9591; Platte County; Wyoming,882.68338458182,2070,308,1221,184,885,165,370,160,60,49,169,76,112,83,268,168,536,122,489,129,379,105,17,22,54,87,316,413,12,15,360,96,16,16,19,14,6,6,18.6,7.5,7.1,5.4,19.1,7.8,7.3,5.1,13.2,7.8,25.9,4.6,23.6,5.3,18.7,4.3,2.0,2.5,2.8,4.5,15.3,19.8,1.0,1.2,29.5,7.2,1.8,1.8,2.1,1.5,0.3,0.3,0.5759,0.8797,0.4177,0.6962,0.6582,3.2277,0.7785,0.8861,0.5633,0.8608,0.2215,0.9241,3.4558,0.9557,0.519,0.519,0.519,0.3544,0.8861,0.6392,0.3734,0.462,2.7151,0.6203,9.9176,0.8544,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1562,242,95,3,6,146,154,0,13,0,13,42,60,125,74,0,13,27.3,8.6,0.1,0.3,7.1,6.8,0.0,1.8,0.0,1.8,2.0,2.9,6.0,3.6,0.0,1.8
56,Wyoming,WY,56031,Platte County,56031959401,Census Tract 9594.01; Platte County; Wyoming,385.860515979018,4735,344,2472,221,2145,229,1193,440,0,13,416,173,213,80,968,340,1218,169,908,164,787,208,0,18,22,68,842,529,207,124,501,187,0,18,83,89,105,15,25.8,9.3,0.0,1.8,19.4,7.8,6.0,2.3,20.9,7.5,25.7,2.9,19.2,3.3,17.0,4.5,0.0,0.8,0.5,1.5,17.8,11.1,8.3,5.0,20.3,7.5,0.0,0.8,3.9,4.2,2.2,0.3,0.7911,0.0,0.4557,0.5633,0.9051,2.7152,0.5949,0.8671,0.2911,0.7405,0.0,0.6582,2.5569,0.5949,0.6392,0.6392,0.6392,0.7658,0.7532,0.0,0.5759,0.7342,2.8291,0.6899,8.7404,0.7025,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4317,538,167,44,63,541,178,0,13,6,14,0,13,249,212,2,4,25.1,7.8,0.9,1.3,11.4,3.8,0.0,0.8,0.1,0.3,0.0,0.8,5.3,4.4,0.0,0.1
56,Wyoming,WY,56031,Platte County,56031959402,Census Tract 9594.02; Platte County; Wyoming,812.914072870096,1813,259,931,154,831,143,227,98,91,65,130,64,99,72,306,164,541,150,287,101,413,134,14,26,0,52,108,371,2,13,216,103,0,18,29,31,0,13,12.5,5.1,10.2,7.4,15.6,7.2,6.7,4.7,16.9,8.6,29.8,7.3,15.8,5.1,22.8,6.3,1.7,3.1,0.0,2.9,6.0,20.4,0.2,1.4,23.2,10.5,0.0,2.2,3.5,3.8,0.0,0.7,0.2532,0.9557,0.2278,0.6456,0.8228,2.9051,0.6519,0.9304,0.1519,0.9494,0.1835,0.0,2.2152,0.4114,0.0696,0.0696,0.0696,0.2785,0.8228,0.0,0.5443,0.0,1.6456,0.1962,6.8355,0.3228,0,1,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,3,1953,214,92,0,13,40,57,0,13,0,13,0,13,60,61,8,13,25.8,11.6,0.0,2.0,2.2,3.3,0.0,2.0,0.0,2.0,0.0,2.0,3.3,3.3,0.4,0.7
56,Wyoming,WY,56033,Sheridan County,56033000100,Census Tract 1; Sheridan County; Wyoming,4.62375484845,5913,541,2430,202,2349,214,707,295,115,94,574,186,61,55,621,277,1136,204,1430,322,858,244,75,58,0,72,664,729,82,59,226,106,36,43,106,65,545,50,13.1,5.3,4.1,3.2,24.4,7.6,1.7,1.5,10.7,4.6,19.2,3.7,24.2,4.1,14.8,4.2,3.2,2.5,0.0,1.3,11.2,12.3,3.4,2.4,9.3,4.2,1.5,1.8,4.5,2.9,9.2,0.1,0.2911,0.557,0.6835,0.038,0.519,2.0886,0.3734,0.6266,0.6139,0.6203,0.3671,0.0,2.2279,0.4177,0.3165,0.3165,0.3165,0.538,0.5127,0.5696,0.6456,0.943,3.2089,0.8544,7.8419,0.5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9028,370,178,17,17,325,180,228,133,28,30,0,18,66,72,0,18,15.8,7.2,0.3,0.3,5.5,2.9,3.9,2.2,0.5,0.5,0.0,0.6,1.1,1.3,0.0,0.6
56,Wyoming,WY,56033,Sheridan County,56033000200,Census Tract 2; Sheridan County; Wyoming,1.359007997232,3247,385,1707,179,1583,197,698,256,91,71,463,157,41,50,257,172,553,86,709,200,312,129,54,38,27,66,314,537,117,128,17,28,12,20,79,61,6,15,21.5,7.5,4.9,3.5,29.2,9.2,1.7,2.1,8.0,5.0,17.0,3.0,21.8,5.0,9.7,4.1,3.4,2.4,0.9,2.2,9.7,16.5,6.9,7.5,1.0,1.7,0.8,1.3,5.0,3.8,0.2,0.5,0.6899,0.6582,0.8101,0.038,0.2911,2.4873,0.519,0.4747,0.4241,0.1709,0.4304,0.7595,2.2596,0.4494,0.2278,0.2278,0.2278,0.7215,0.1709,0.4051,0.7089,0.4114,2.4178,0.5,7.3925,0.4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1934,154,88,13,27,171,125,0,13,20,33,0,13,72,54,38,48,9.7,5.3,0.4,0.8,5.3,3.7,0.0,1.1,0.6,1.0,0.0,1.1,2.2,1.7,1.2,1.5
56,Wyoming,WY,56033,Sheridan County,56033000300,Census Tract 3; Sheridan County; Wyoming,1.700470042298,4021,506,1971,165,1864,183,568,173,33,32,611,202,61,49,562,232,1000,260,819,182,402,125,44,46,13,54,610,687,357,123,8,15,29,29,180,115,5,13,14.3,4.0,1.6,1.5,32.8,10.3,2.2,1.8,14.0,5.3,24.9,6.0,20.4,3.6,10.0,3.0,2.4,2.5,0.3,1.4,15.2,17.0,18.1,6.1,0.4,0.7,1.6,1.5,9.7,6.2,0.1,0.3,0.3291,0.2215,0.8924,0.0949,0.7215,2.2594,0.4304,0.8481,0.3354,0.1899,0.2975,0.5696,2.2405,0.4241,0.5063,0.5063,0.5063,0.9367,0.1013,0.5949,0.943,0.2532,2.8291,0.6899,7.8353,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,6189,274,111,36,39,351,203,17,24,58,65,0,13,148,86,0,13,14.7,5.6,0.9,1.0,8.7,4.7,0.4,0.6,1.4,1.6,0.0,0.9,3.7,2.1,0.0,0.9
56,Wyoming,WY,56033,Sheridan County,56033000400,Census Tract 4; Sheridan County; Wyoming,2.391996098888,5284,556,2746,240,2395,290,904,410,132,107,761,266,330,219,507,243,946,210,1087,299,474,181,98,83,65,106,465,763,195,139,321,143,33,54,76,103,66,10,17.3,7.6,4.6,3.6,31.8,10.4,8.9,5.6,9.7,4.5,17.9,4.1,20.6,4.4,9.1,3.4,4.1,3.4,1.3,2.1,8.8,14.4,7.1,5.0,11.7,5.2,1.4,2.2,3.2,4.2,1.2,0.1,0.5063,0.6139,0.8671,0.7911,0.4494,3.2278,0.7848,0.538,0.3671,0.1519,0.5253,0.8481,2.4304,0.5316,0.1709,0.1709,0.1709,0.7278,0.5633,0.5443,0.5127,0.5949,2.943,0.7468,8.7721,0.7152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4801,572,249,2,4,316,154,23,33,2,3,0,18,122,111,0,18,23.9,9.1,0.0,0.1,6.0,2.7,0.4,0.6,0.0,0.1,0.0,0.7,2.3,2.1,0.0,0.7
56,Wyoming,WY,56033,Sheridan County,56033000501,Census Tract 5.01; Sheridan County; Wyoming,1388.848167909338,3249,532,1836,192,1338,227,334,167,34,30,163,121,28,33,514,407,749,232,666,247,233,135,6,9,0,52,88,748,0,18,74,56,7,17,6,10,0,13,10.3,4.9,1.8,1.6,12.2,8.8,1.1,1.3,15.8,11.3,23.1,7.2,20.5,5.5,7.2,4.0,0.4,0.7,0.0,1.7,2.7,23.0,0.0,1.0,4.0,3.0,0.5,1.3,0.4,0.8,0.0,0.4,0.1772,0.2658,0.1203,0.019,0.7722,1.3545,0.1076,0.7722,0.3481,0.0633,0.0886,0.0,1.2722,0.0823,0.0063,0.0063,0.0063,0.0,0.3228,0.3291,0.1203,0.0,0.7722,0.038,3.4052,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,223,142,0,13,81,82,0,13,0,13,0,13,7,16,0,13,16.7,9.2,0.0,1.1,2.5,2.5,0.0,1.1,0.0,1.1,0.0,1.1,0.2,0.5,0.0,1.1
56,Wyoming,WY,56033,Sheridan County,56033000502,Census Tract 5.02; Sheridan County; Wyoming,172.216087427804,4017,498,1927,223,1450,194,424,255,15,25,258,168,146,126,369,265,953,239,781,258,584,272,0,18,0,52,504,718,0,18,261,116,95,102,75,100,0,13,10.6,6.2,0.7,1.2,17.8,11.3,4.7,4.1,9.2,6.5,23.7,6.7,19.4,5.3,14.5,6.5,0.0,1.2,0.0,1.3,12.5,17.8,0.0,0.9,13.5,6.1,6.6,7.0,5.2,6.8,0.0,0.3,0.1835,0.1076,0.3544,0.3861,0.3797,1.4113,0.1329,0.8165,0.2975,0.5696,0.0,0.0,1.6836,0.1519,0.3608,0.3608,0.3608,0.0,0.5949,0.9304,0.7405,0.0,2.2658,0.4304,5.7215,0.1772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2072,95,95,17,26,112,119,35,47,185,169,0,13,155,116,0,13,6.6,6.5,0.4,0.7,2.8,2.9,0.9,1.2,4.6,4.3,0.0,0.9,3.9,3.0,0.0,0.9
56,Wyoming,WY,56033,Sheridan County,56033000600,Census Tract 6; Sheridan County; Wyoming,952.220512697538,5445,520,2382,202,2087,177,792,269,59,67,611,224,147,83,397,150,1421,234,1259,232,766,198,106,63,0,72,296,741,154,68,184,79,24,29,7,7,252,27,15.1,4.9,2.3,2.6,29.3,10.4,3.7,2.1,7.6,2.7,26.1,4.0,23.1,3.2,14.6,3.6,5.1,3.0,0.0,1.4,5.4,13.6,6.5,2.8,7.7,3.4,1.1,1.4,0.3,0.3,4.6,0.2,0.4051,0.3354,0.8228,0.2848,0.2532,2.1013,0.3924,0.8924,0.538,0.5823,0.6203,0.0,2.633,0.6266,0.0506,0.0506,0.0506,0.7089,0.4494,0.481,0.1139,0.8481,2.6013,0.5506,7.3862,0.4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5685,188,92,3,15,116,90,14,25,72,67,0,18,23,35,68,75,9.0,4.5,0.1,0.3,2.1,1.7,0.3,0.4,1.3,1.2,0.0,0.7,0.4,0.6,1.2,1.4
